# hindsight — drug-event pairs over one FAERS partition
# partition: 2025q1/0001-of-0028
# export_date: 2026-08-10
# min_count: 3
# crowding_cut: 27 distinct drugs (the 0.99 quantile of this partition)
# Read with comment='#'. Counts are distinct reports.
"drug","event","a","b","c","d","prr","chi2","signal","crowding","crowded"
"GOLD SODIUM THIOMALATE","Headache","9","9","382","11600","15.683","110.537","1","73.0","1"
"CALCIUM","Lower respiratory tract infection","8","136","42","11814","15.683","80.65","1","68.5","1"
"AZATHIOPRINE","Aspartate aminotransferase increased","3","96","23","11878","15.68","24.608","1","45.0","1"
"NOVOLOG","Cerebrovascular accident","3","41","52","11904","15.677","26.411","1","2.0","0"
"MESTINON","Abdominal pain upper","3","14","135","11848","15.664","27.52","1","11.0","0"
"ALENDRONIC ACID","Dizziness","10","18","273","11699","15.662","121.475","1","66.5","1"
"ERELZI","Vomiting","17","27","295","11661","15.659","212.406","1","70.0","1"
"ENBREL","Nasopharyngitis","16","51","182","11751","15.658","191.642","1","74.0","1"
"PERIOGARD","Headache","8","8","383","11601","15.645","96.693","1","68.0","1"
"CYCLOBENZAPRINE","Hepatic enzyme increased","3","34","62","11901","15.645","26.611","1","37.0","1"
"DIPHENHYDRAMINE HYDROCHLORIDE","Chest discomfort","5","52","67","11876","15.636","51.1","1","58.0","1"
"OXYCODONE TEREPHTHALATE","Gait disturbance","3","16","121","11860","15.634","27.355","1","70.0","1"
"NAPROXEN","Memory impairment","9","69","88","11834","15.632","99.67","1","75.0","1"
"ALPRAZOLAM","Tubulointerstitial nephritis","3","117","19","11861","15.632","23.912","1","11.0","0"
"MAGNESIUM","Eye pain","3","117","19","11861","15.632","23.912","1","13.0","0"
"CYANOCOBALAMIN","Migraine","4","41","68","11887","15.627","39.02","1","79.0","1"
"METHYLPREDNISOLONE SODIUM SUCCINATE","Nasopharyngitis","11","34","187","11768","15.627","130.869","1","70.0","1"
"CABOMETYX","Malignant neoplasm progression","8","57","94","11841","15.627","88.591","1","4.0","0"
"REMICADE","Loss of personal independence in daily activities","4","61","47","11888","15.627","37.986","1","64.5","1"
"MEGLUMINE","Dizziness","4","7","279","11710","15.626","41.497","1","81.0","1"
"MINOCYCLINE HYDROCHLORIDE","Dizziness","4","7","279","11710","15.626","41.497","1","69.5","1"
"OXYCODONE","Injury","4","101","29","11866","15.626","36.128","1","75.5","1"
"NAPROXEN SODIUM","Vomiting","11","17","301","11671","15.626","134.987","1","70.0","1"
"PREDNISOLONE","Osteonecrosis","3","186","12","11799","15.623","22.066","1","8.0","0"
"HYDROXYCHLOROQUINE SULFATE","Hypertension","10","40","153","11797","15.621","116.626","1","71.5","1"
"MYOCHRYSINE","Headache","7","7","384","11602","15.607","82.87","1","73.0","1"
"NICOTINAMIDE","Headache","7","7","384","11602","15.607","82.87","1","84.0","1"
"FISH OIL","Bronchitis","3","53","41","11903","15.606","25.859","1","21.0","0"
"FISH OIL","Dry mouth","3","53","41","11903","15.606","25.859","1","67.0","1"
"ZOPICLONE","Rheumatoid arthritis","7","56","85","11852","15.604","75.935","1","46.0","1"
"DIPHENHYDRAMINE HYDROCHLORIDE","Infection","7","50","94","11849","15.603","76.551","1","25.0","0"
"MYOCHRYSINE","Nausea","8","6","439","11547","15.602","97.11","1","75.0","1"
"LAMICTAL","Discomfort","4","38","73","11885","15.601","39.111","1","59.5","1"
"XELJANZ","Night sweats","5","114","32","11849","15.6","47.168","1","77.0","1"
"CALCIUM CARBONATE","Joint swelling","8","60","90","11842","15.597","88.06","1","78.0","1"
"ACTEMRA","Rash","22","31","318","11629","15.595","275.308","1","64.0","1"
"ASCORBIC ACID","Peripheral swelling","4","20","128","11848","15.594","40.187","1","76.0","1"
"DIAZEPAM","Toxicity to various agents","15","60","153","11772","15.588","175.833","1","9.0","0"
"TOCILIZUMAB","Stomatitis","3","47","46","11904","15.587","26.031","1","73.0","1"
"AIMOVIG","Dizziness","12","22","271","11695","15.584","146.599","1","70.0","1"
"VITAMIN D3","Red blood cell sedimentation rate increased","3","279","8","11710","15.582","19.922","1","46.0","1"
"VITAMIN D3","Sleep disorder due to general medical condition, insomnia type","3","279","8","11710","15.582","19.922","1","46.0","1"
"PREDNISONE","Injury","17","749","16","11218","15.582","105.345","1","66.0","1"
"INFLIXIMAB","Stomatitis","7","120","42","11831","15.581","70.014","1","70.0","1"
"INFLIXIMAB","Osteoarthritis","6","121","36","11837","15.581","58.318","1","77.0","1"
"INFLIXIMAB","Musculoskeletal pain","3","124","18","11855","15.581","23.635","1","84.0","1"
"CYCLOSPORINE","Synovitis","3","79","28","11890","15.572","24.951","1","45.0","1"
"DAYBUE","Vomiting","4","6","308","11682","15.571","41.488","1","1.0","0"
"LANTUS","Cataract","3","44","49","11904","15.571","26.106","1","58.0","1"
"HYDROCORTISONE SODIUM SUCCINATE","Weight decreased","3","8","210","11779","15.57","27.723","1","68.0","1"
"XYWAV","Anxiety","4","15","162","11819","15.57","40.494","1","16.5","0"
"PHENYLEPHRINE HYDROCHLORIDE","Headache","6","6","385","11603","15.569","69.074","1","80.5","1"
"HYDROXYZINE","Completed suicide","6","43","94","11857","15.568","64.286","1","6.5","0"
"STELARA","Alopecia","16","121","89","11774","15.567","174.11","1","73.0","1"
"DICLOFENAC SODIUM","Abdominal pain upper","12","61","126","11801","15.56","137.787","1","68.5","1"
"XELJANZ","Drug intolerance","12","107","77","11804","15.56","129.97","1","61.0","1"
"CYCLOPHOSPHAMIDE","Acute respiratory distress syndrome","3","224","10","11763","15.559","21.082","1","5.0","0"
"CYCLOPHOSPHAMIDE","Cytomegalovirus infection reactivation","3","224","10","11763","15.559","21.082","1","9.0","0"
"ENTYVIO","Anaemia","3","18","110","11869","15.557","27.106","1","92.0","1"
"FLUMETHASONE PIVALATE","Dyspnoea","11","11","385","11593","15.556","136.326","1","73.0","1"
"RITUXIMAB","Joint swelling","23","209","75","11693","15.555","230.391","1","66.0","1"
"LORAZEPAM","Impaired healing","4","98","30","11868","15.553","36.085","1","65.5","1"
"DUPIXENT","Injection site swelling","45","1472","20","10463","15.548","184.392","1","1.0","0"
"MYRBETRIQ","Weight increased","6","25","149","11820","15.548","65.967","1","83.0","1"
"DICLOFENAC","Muscular weakness","5","55","64","11876","15.547","50.583","1","37.0","1"
"SULFAMETHOXAZOLE","Abdominal pain upper","4","19","134","11843","15.544","40.116","1","67.5","1"
"VOLTAREN","Abdominal pain upper","4","19","134","11843","15.544","40.116","1","60.0","1"
"CODEINE","Swelling","3","30","70","11897","15.542","26.568","1","46.0","1"
"LEVOFLOXACIN","Hypoxia","3","69","32","11896","15.531","25.196","1","37.0","1"
"HYDROCORTISONE ACETATE","Headache","5","5","386","11604","15.531","55.321","1","73.0","1"
"LANSOPRAZOLE","Systemic lupus erythematosus","7","107","47","11839","15.529","70.861","1","67.0","1"
"CALCIUM CARBONATE","Confusional state","10","58","113","11819","15.528","112.972","1","76.5","1"
"GLICLAZIDE","Palpitations","3","31","68","11898","15.527","26.501","1","58.0","1"
"COSENTYX","Abdominal distension","7","84","59","11850","15.527","72.866","1","73.0","1"
"CEPHALEXIN","Hospitalisation","3","23","89","11885","15.524","26.817","1","36.0","1"
"DILAUDID","Pain","4","6","309","11681","15.521","41.337","1","30.0","1"
"VENTOLIN","Weight decreased","12","34","201","11753","15.515","142.862","1","9.5","0"
"CETIRIZINE","Mobility decreased","4","71","41","11884","15.512","37.208","1","77.5","1"
"SULFAMETHOXAZOLE\TRIMETHOPRIM","Mobility decreased","4","71","41","11884","15.512","37.208","1","71.5","1"
"FISH OIL","Blister","4","52","55","11889","15.512","38.131","1","74.0","1"
"FISH OIL","Inflammation","4","52","55","11889","15.512","38.131","1","56.5","1"
"AZATHIOPRINE","Epilepsy","4","95","31","11870","15.511","36.115","1","78.5","1"
"DESOXIMETASONE","Asthenia","10","24","227","11739","15.504","118.747","1","75.0","1"
"ETOPOSIDE","Septic shock","5","96","38","11861","15.502","47.887","1","4.0","0"
"PEMBROLIZUMAB","Tubulointerstitial nephritis","3","118","19","11860","15.501","23.678","1","6.0","0"
"RAMIPRIL","Haemoptysis","3","118","19","11860","15.501","23.678","1","10.0","0"
"FLUTICASONE PROPIONATE","Ear infection","3","63","35","11899","15.499","25.332","1","35.0","1"
"TYVASO","Chest pain","4","26","103","11867","15.495","39.512","1","17.5","0"
"DEXAMETHASONE","Cytomegalovirus viraemia","3","320","7","11670","15.494","19.016","1","12.0","0"
"TRAMADOL HYDROCHLORIDE","Treatment failure","4","45","63","11888","15.486","38.42","1","74.0","1"
"SIMPONI","Chest pain","7","47","100","11846","15.486","76.248","1","56.0","1"
"OXYCODONE HYDROCHLORIDE","Abdominal distension","6","71","60","11863","15.484","61.584","1","69.5","1"
"CETIRIZINE HCL","Peripheral swelling","3","15","129","11853","15.481","27.102","1","52.0","1"
"CALCIUM CARBONATE\CHOLECALCIFEROL","Memory impairment","5","37","92","11866","15.474","51.582","1","73.0","1"
"LEUCOVORIN CALCIUM","Neuropathy peripheral","4","30","91","11875","15.47","39.201","1","6.0","0"
"INFLUENZA VIRUS VACCINE","Influenza","3","12","155","11830","15.465","27.235","1","2.0","0"
"LISINOPRIL","Hand deformity","5","186","20","11789","15.457","43.062","1","67.0","1"
"LISINOPRIL","Hypercholesterolaemia","3","188","12","11797","15.457","21.79","1","67.0","1"
"DOCETAXEL","Sepsis","5","51","69","11875","15.455","50.53","1","4.0","0"
"DEFINITY","Pain in extremity","3","10","179","11808","15.454","27.34","1","5.0","0"
"HYDROCORTISONE","Neck pain","6","99","44","11851","15.448","59.345","1","73.0","1"
"METHYLPREDNISOLONE SODIUM SUCCINATE","Pain in extremity","10","35","172","11783","15.446","116.107","1","50.0","1"
"ATIVAN","Drug hypersensitivity","4","18","141","11837","15.446","39.902","1","65.5","1"
"PERIOGARD","Dyspnoea","8","8","388","11596","15.443","95.331","1","75.0","1"
"ORENCIA","Abdominal discomfort","18","126","96","11760","15.438","194.392","1","68.5","1"
"ENBREL","Arthralgia","24","43","277","11656","15.431","292.207","1","48.5","1"
"ONDANSETRON","Febrile neutropenia","10","135","53","11802","15.426","102.079","1","16.0","0"
"GLUCOSAMINE","Pneumonia","6","12","259","11723","15.421","67.078","1","36.5","1"
"RANITIDINE","Abdominal discomfort","3","18","111","11868","15.417","26.829","1","84.0","1"
"ACTEMRA","Muscle spasms","8","45","117","11830","15.413","88.751","1","70.0","1"
"MYOCHRYSINE","Dyspnoea","7","7","389","11597","15.406","81.701","1","78.0","1"
"NICOTINAMIDE","Dyspnoea","7","7","389","11597","15.406","81.701","1","84.0","1"
"MYOCHRYSINE","Dizziness","5","9","278","11708","15.398","53.998","1","77.0","1"
"NICOTINAMIDE","Dizziness","5","9","278","11708","15.398","53.998","1","77.0","1"
"ACETAMINOPHEN","Infusion site pruritus","4","494","6","11496","15.398","23.946","1","3.0","0"
"SKYRIZI","Surgery","10","197","37","11756","15.398","95.135","1","1.0","0"
"PERIOGARD","Nausea","9","7","438","11546","15.39","109.022","1","70.0","1"
"CALCIUM CARBONATE\CHOLECALCIFEROL","General physical health deterioration","4","38","74","11884","15.39","38.529","1","74.0","1"
"SULFAMETHOXAZOLE\TRIMETHOPRIM","Fluid retention","3","72","31","11894","15.387","24.85","1","73.0","1"
"PANTOPRAZOLE","Ear pain","3","206","11","11780","15.386","21.271","1","48.0","1"
"HYDROCORTISONE","Rheumatoid arthritis","11","94","81","11814","15.384","118.702","1","70.0","1"
"OXYCODONE","Rheumatoid arthritis","11","94","81","11814","15.384","118.702","1","67.0","1"
"SPIRONOLACTONE","Pericardial effusion","4","158","19","11819","15.384","33.275","1","14.5","0"
"NICOTINE","Toxicity to various agents","4","15","164","11817","15.38","39.94","1","8.0","0"
"ACITRETIN","Asthenia","3","7","234","11756","15.372","27.407","1","58.0","1"
"CHLORHEXIDINE GLUCONATE\ISOPROPYL ALCOHOL","Asthenia","3","7","234","11756","15.372","27.407","1","89.0","1"
"PAROXETINE HYDROCHLORIDE","Asthenia","3","7","234","11756","15.372","27.407","1","14.0","0"
"SIRUKUMAB","Asthenia","3","7","234","11756","15.372","27.407","1","84.0","1"
"METFORMIN","Hypoglycaemia","6","213","21","11760","15.37","51.946","1","4.0","0"
"GOLD","Dyspnoea","6","6","390","11598","15.369","68.098","1","78.5","1"
"PHENYLEPHRINE HYDROCHLORIDE","Dyspnoea","6","6","390","11598","15.369","68.098","1","80.5","1"
"CALCIUM GLUCONATE","Nasopharyngitis","3","9","195","11793","15.369","27.24","1","75.0","1"
"OMEGA 3","Nasopharyngitis","3","9","195","11793","15.369","27.24","1","9.0","0"
"CLONAZEPAM","Restlessness","3","98","23","11876","15.367","24.033","1","14.0","0"
"ADALIMUMAB","Treatment failure","12","156","55","11777","15.366","121.295","1","61.0","1"
"CODEINE","Confusional state","5","28","118","11849","15.366","51.878","1","44.0","1"
"CETIRIZINE HYDROCHLORIDE","Sinusitis","9","84","75","11832","15.364","96.046","1","48.0","1"
"LAMIVUDINE","Depression","3","17","117","11863","15.359","26.762","1","11.0","0"
"TOFACITINIB CITRATE","Depression","3","17","117","11863","15.359","26.762","1","73.0","1"
"TOFACITINIB","Urticaria","4","20","130","11846","15.354","39.496","1","59.5","1"
"TYVASO","Oropharyngeal pain","3","27","78","11892","15.346","26.31","1","16.0","0"
"HYDROCORTISONE ACETATE","Diarrhoea","6","4","469","11521","15.339","68.587","1","64.5","1"
"DIPHENHYDRAMINE","Upper respiratory tract infection","4","93","32","11871","15.339","35.783","1","55.0","1"
"DIPHENHYDRAMINE","Insurance issue","3","94","24","11879","15.339","24.104","1","29.0","1"
"LEVETIRACETAM","Epilepsy","5","124","30","11841","15.337","45.822","1","6.0","0"
"VITAMIN C","Dyspepsia","11","120","65","11804","15.333","114.685","1","48.0","1"
"HYDROCORTISONE ACETATE","Dyspnoea","5","5","391","11599","15.332","54.537","1","73.0","1"
"HYDROMORPHONE HYDROCHLORIDE","Asthma","3","14","138","11845","15.324","26.842","1","54.0","1"
"MAGNESIUM CITRATE","Constipation","3","14","138","11845","15.324","26.842","1","13.0","0"
"SPIRIVA RESPIMAT","Asthma","3","14","138","11845","15.324","26.842","1","25.0","0"
"MESALAMINE","Colitis","3","70","32","11895","15.317","24.79","1","16.0","0"
"PANTOPRAZOLE SODIUM","Stomatitis","8","143","41","11808","15.311","78.144","1","58.5","1"
"ATOMOXETINE HYDROCHLORIDE","Pneumonia","4","8","261","11727","15.31","40.424","1","69.5","1"
"METHYLPREDNISOLONE ACETATE","Pneumonia","4","8","261","11727","15.31","40.424","1","63.0","1"
"HYDROCORTISONE","Gastrointestinal disorder","10","95","74","11821","15.309","106.19","1","71.5","1"
"DICLOFENAC","Joint swelling","7","53","91","11849","15.308","74.695","1","70.0","1"
"AIMOVIG","Vomiting","13","21","299","11667","15.302","157.157","1","67.0","1"
"DESOXIMETASONE","Vomiting","13","21","299","11667","15.302","157.157","1","70.0","1"
"CABOMETYX","Hepatic enzyme increased","5","60","60","11875","15.301","49.401","1","7.0","0"
"MIRTAZAPINE","Dyskinesia","3","108","21","11868","15.301","23.641","1","14.0","0"
"INFLIXIMAB","Gastrooesophageal reflux disease","9","118","55","11818","15.298","91.802","1","66.0","1"
"COVID-19 VACCINE NOS","Fatigue","5","2","560","11433","15.297","55.411","1","11.0","0"
"FLUMETHASONE","Dyspnoea","4","4","392","11600","15.296","41.047","1","85.0","1"
"QUETIAPINE FUMARATE","Dyspepsia","5","50","71","11874","15.294","50.027","1","41.0","1"
"OXYCODONE HYDROCHLORIDE","Drug intolerance","8","69","81","11842","15.293","85.243","1","55.5","1"
"CALCIUM CITRATE","Skin exfoliation","3","26","81","11890","15.289","26.238","1","53.0","1"
"CETIRIZINE","Abdominal discomfort","10","65","104","11821","15.288","110.107","1","44.5","1"
"TYLENOL","Acute respiratory failure","3","152","15","11830","15.284","22.437","1","18.0","0"
"TYLENOL","Muscle injury","3","152","15","11830","15.284","22.437","1","46.0","1"
"MYCOPHENOLATE MOFETIL","Joint range of motion decreased","4","168","18","11810","15.282","32.691","1","27.0","1"
"TRIAMCINOLONE ACETONIDE","Treatment failure","5","58","62","11875","15.28","49.455","1","70.0","1"
"GLUCOSAMINE","Vomiting","7","11","305","11677","15.278","79.941","1","67.0","1"
"MAGNESIUM CITRATE","Dizziness","6","11","277","11706","15.268","66.514","1","75.0","1"
"COSENTYX","Arthritis","7","84","60","11849","15.268","71.603","1","48.0","1"
"BISACODYL","Abdominal pain","3","12","157","11828","15.268","26.841","1","92.0","1"
"BUMEX","Dyspnoea","3","3","393","11601","15.26","27.691","1","14.0","0"
"DOXAZOSIN MESYLATE","Dyspnoea","3","3","393","11601","15.26","27.691","1","95.0","1"
"HYDRALAZINE HCL","Dyspnoea","3","3","393","11601","15.26","27.691","1","16.0","0"
"TIAZAC","Dyspnoea","3","3","393","11601","15.26","27.691","1","95.0","1"
"UMECLIDINIUM BROMIDE","Dyspnoea","3","3","393","11601","15.26","27.691","1","95.0","1"
"METHYLPREDNISOLONE SODIUM SUCCINATE","Pain","17","28","296","11659","15.258","206.256","1","67.0","1"
"GRAVOL","Pneumonia","3","6","262","11729","15.256","27.267","1","60.0","1"
"HYDROXYCHLOROQUINE SULFATE","Neck pain","3","47","47","11903","15.255","25.42","1","73.0","1"
"TOCILIZUMAB","Therapeutic response decreased","3","47","47","11903","15.255","25.42","1","56.0","1"
"CALCIUM CARBONATE\CHOLECALCIFEROL","Inflammation","3","39","56","11902","15.253","25.689","1","73.0","1"
"HYDROCORTISONE PROBUTATE","Rash","3","4","337","11656","15.252","27.506","1","84.0","1"
"OXYCODONE","Inflammation","7","98","52","11843","15.25","70.314","1","73.0","1"
"PSEUDOEPHEDRINE HYDROCHLORIDE","Vomiting","10","16","302","11672","15.25","118.513","1","71.5","1"
"DESOGESTREL\ETHINYL ESTRADIOL","Diarrhoea","3","2","472","11523","15.248","27.892","1","73.0","1"
"ORENCIA","Gastrooesophageal reflux disease","10","134","54","11802","15.247","101.026","1","80.5","1"
"ORENCIA","Delirium","5","139","27","11829","15.247","44.774","1","70.0","1"
"ALEVE","Urticaria","3","15","131","11851","15.244","26.632","1","19.0","0"
"TORSEMIDE","Respiratory failure","3","46","48","11903","15.244","25.432","1","8.0","0"
"CETIRIZINE HYDROCHLORIDE","Drug-induced liver injury","5","88","42","11865","15.242","47.511","1","73.0","1"
"BENADRYL","Urticaria","11","59","123","11807","15.242","122.908","1","6.0","0"
"DESOXIMETASONE","Pneumonia","11","23","254","11712","15.242","129.814","1","73.0","1"
"COSENTYX","Hypertension","17","74","146","11763","15.238","192.544","1","73.0","1"
"XOLAIR","Asthma","7","34","134","11825","15.237","76.338","1","10.0","0"
"CODEINE","Gait disturbance","5","28","119","11848","15.237","51.396","1","14.0","0"
"KESIMPTA","Gait disturbance","5","28","119","11848","15.237","51.396","1","1.0","0"
"FISH OIL","Alopecia","7","49","98","11846","15.235","74.714","1","46.0","1"
"BASAGLAR","Visual impairment","6","50","84","11860","15.235","62.198","1","1.0","0"
